,Team,TeamID,Opponent,OpponentID,TeamScore,TeamWKLoss,TeamOversPlayed,OpponentScore,OpponentWKLoss,OpponentOversPlayed,IsFirstInning,BattingOrder,HasBatted,PlayerID,PlayerName,Status,RunsScored,BallsPlayed,FoursHit,SixesHit,StrikeRate,Position,FullPosition,PlayingOrder,Minutes,DerivedPosition,GuessPosition,Over,Maiden,RunsGiven,WKTaken,Econ,Wides,NoBall,DotBalls,FoursGiven,SixesGiven,Winner,MOM,GameType,Season,Date,MatchStatus,Venue,Format,League,Catch,Bowled,CaughtBowled,Lbw,Stumped,DirectRunout,IndirectRunout,GameID
12,DG,1712,TCB,5258,146,3,10,122,4,10,1,3,1,3383,Anwar Ali,b MM Patel,14,9,2,0,155.56,null,0,3,null,null,null,,,,,,,,,,,DG,0,DRR,2021,2021-11-20,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211120DGTCB_1
10,DG,1712,TCB,5258,146,3,10,122,4,10,1,4,1,3169,Tom Moores,Not out,47,17,2,5,276.47,null,3,4,null,null,null,,,,,,,,,,,DG,0,DRR,2021,2021-11-20,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211120DGTCB_1
2,DG,1712,TCB,5258,146,3,10,122,4,10,1,5,1,2812,Andre Russell,Not out,43,17,3,4,252.94,null,2,5,null,null,null,2.0,0.0,23.0,0.0,11.5,1.0,0.0,0.0,0.0,0.0,DG,0,DRR,2021,2021-11-20,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211120DGTCB_1
19,DG,1712,TCB,5258,146,3,10,122,4,10,1,6,0,5490,David Wiese,null,null,null,null,null,null,null,null,6,null,null,null,1.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,DG,0,DRR,2021,2021-11-20,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211120DGTCB_1
0,DG,1712,TCB,5258,146,3,10,122,4,10,1,7,0,14261,Odean Smith,null,null,null,null,null,null,null,null,7,null,null,null,2.0,0.0,16.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,DG,0,DRR,2021,2021-11-20,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211120DGTCB_1
6,DG,1712,TCB,5258,146,3,10,122,4,10,1,8,0,2869,Wanindu Hasaranga,null,null,null,null,null,null,null,null,8,null,null,null,1.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,DG,0,DRR,2021,2021-11-20,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211120DGTCB_1
3,DG,1712,TCB,5258,146,3,10,122,4,10,1,9,0,2832,Wahab Riaz,null,null,null,null,null,null,null,null,9,null,null,null,2.0,0.0,16.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,DG,0,DRR,2021,2021-11-20,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211120DGTCB_1
1,DG,1712,TCB,5258,146,3,10,122,4,10,1,10,0,15520,Rumman Raees,null,null,null,null,null,null,null,null,10,null,null,null,2.0,0.0,36.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,DG,0,DRR,2021,2021-11-20,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211120DGTCB_1
15,DG,1712,TCB,5258,146,3,10,122,4,10,1,11,0,4348,Sultan Ahmed,null,null,null,null,null,null,null,null,11,null,null,null,,,,,,,,,,,DG,0,DRR,2021,2021-11-20,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211120DGTCB_1
16,TCB,5258,DG,1712,122,4,10,146,3,10,0,1,1,5440,Mohammad Shahzad,c W Hasaranga b W Riaz,4,2,1,0,200,null,3,1,null,null,null,,,,,,,,,,,DG,0,DRR,2021,2021-11-20,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211120DGTCB_1
4,TCB,5258,DG,1712,122,4,10,146,3,10,0,2,1,2843,Bhanuka Rajapaksa,b W Riaz,0,2,0,0,0,null,4,2,null,null,null,,,,,,,,,,,DG,0,DRR,2021,2021-11-20,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211120DGTCB_1
7,TCB,5258,DG,1712,122,4,10,146,3,10,0,3,1,2881,Angelo Perera,c T Kohler-Cadmore b Odean Smith,60,29,7,2,206.9,null,4,3,null,null,null,0.5,0.0,15.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,DG,0,DRR,2021,2021-11-20,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211120DGTCB_1
18,TCB,5258,DG,1712,122,4,10,146,3,10,0,4,1,5464,Ravi Bopara,c Anwar Ali b Odean Smith,51,26,7,2,196.15,null,2,4,null,null,null,1.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,DG,0,DRR,2021,2021-11-20,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211120DGTCB_1
8,TCB,5258,DG,1712,122,4,10,146,3,10,0,5,1,2882,Dasun Shanaka,Not out,4,1,1,0,400,null,2,5,null,null,null,2.0,0.0,21.0,1.0,10.5,2.0,0.0,0.0,0.0,0.0,DG,0,DRR,2021,2021-11-20,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211120DGTCB_1
13,TCB,5258,DG,1712,122,4,10,146,3,10,0,6,1,3386,Samiullah Shenwari,Not out,0,0,0,0,0,null,6,6,null,null,null,1.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,DG,0,DRR,2021,2021-11-20,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211120DGTCB_1
21,TCB,5258,DG,1712,122,4,10,146,3,10,0,7,0,6184,Yusuf Pathan,null,null,null,null,null,null,null,null,7,null,null,null,,,,,,,,,,,DG,0,DRR,2021,2021-11-20,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211120DGTCB_1
5,TCB,5258,DG,1712,122,4,10,146,3,10,0,8,0,2858,Dhananjaya Lakshan,null,null,null,null,null,null,null,null,8,null,null,null,2.0,0.0,38.0,1.0,19.0,3.0,0.0,0.0,0.0,0.0,DG,0,DRR,2021,2021-11-20,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211120DGTCB_1
14,TCB,5258,DG,1712,122,4,10,146,3,10,0,9,0,4337,Curtis Campher,null,null,null,null,null,null,null,null,9,null,null,null,2.0,0.0,39.0,0.0,19.5,1.0,0.0,0.0,0.0,0.0,DG,0,DRR,2021,2021-11-20,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211120DGTCB_1
9,TCB,5258,DG,1712,122,4,10,146,3,10,0,10,0,3166,Munaf Patel,null,null,null,null,null,null,null,null,10,null,null,null,2.0,0.0,20.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,DG,0,DRR,2021,2021-11-20,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211120DGTCB_1
20,TCB,5258,DG,1712,122,4,10,146,3,10,0,11,0,5532,Khalid Shah,null,null,null,null,null,null,null,null,11,null,null,null,,,,,,,,,,,DG,0,DRR,2021,2021-11-20,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211120DGTCB_1
,Team,TeamID,Opponent,OpponentID,TeamScore,TeamWKLoss,TeamOversPlayed,OpponentScore,OpponentWKLoss,OpponentOversPlayed,IsFirstInning,BattingOrder,HasBatted,PlayerID,PlayerName,Status,RunsScored,BallsPlayed,FoursHit,SixesHit,StrikeRate,Position,FullPosition,PlayingOrder,Minutes,DerivedPosition,GuessPosition,Over,Maiden,RunsGiven,WKTaken,Econ,Wides,NoBall,DotBalls,FoursGiven,SixesGiven,Winner,MOM,GameType,Season,Date,MatchStatus,Venue,Format,League,Catch,Bowled,CaughtBowled,Lbw,Stumped,DirectRunout,IndirectRunout,GameID
15,TAD,1489,BT,1714,145,4,10,105,8,10,1,1,1,5497,Philip Salt,runout (L Wood),7,3,0,1,233.33,null,3,1,null,null,null,,,,,,,,,,,TAD,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119TADBT_1
10,TAD,1489,BT,1714,145,4,10,105,8,10,1,2,1,2879,Paul Stirling,b Benny Howell,59,23,6,5,256.52,null,4,2,null,null,null,,,,,,,,,,,TAD,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119TADBT_1
12,TAD,1489,BT,1714,145,4,10,105,8,10,1,3,1,3214,Liam Livingstone,b JP Faulkner,14,5,0,2,280,null,2,3,null,null,null,2.0,0.0,23.0,1.0,11.5,2.0,0.0,0.0,0.0,0.0,TAD,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119TADBT_1
6,TAD,1489,BT,1714,145,4,10,105,8,10,1,4,1,2823,Chris Gayle,Not out,49,23,2,5,213.04,null,4,4,null,null,null,,,,,,,,,,,TAD,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119TADBT_1
16,TAD,1489,BT,1714,145,4,10,105,8,10,1,5,1,5514,Jamie Overton,c & b I Udana,3,4,0,0,75,null,2,5,null,null,null,2.0,0.0,19.0,1.0,9.5,1.0,0.0,0.0,0.0,0.0,TAD,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119TADBT_1
8,TAD,1489,BT,1714,145,4,10,105,8,10,1,6,1,2841,Colin Ingram,Not out,1,3,0,0,33.33,null,4,6,null,null,null,,,,,,,,,,,TAD,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119TADBT_1
17,TAD,1489,BT,1714,145,4,10,105,8,10,1,7,0,9208,Marchant de Lange,null,null,null,null,null,null,null,null,7,null,null,null,2.0,0.0,23.0,5.0,11.5,0.0,0.0,0.0,0.0,0.0,TAD,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119TADBT_1
20,TAD,1489,BT,1714,145,4,10,105,8,10,1,8,0,9362,Danny Briggs,null,null,null,null,null,null,null,null,8,null,null,null,1.0,0.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,TAD,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119TADBT_1
1,TAD,1489,BT,1714,145,4,10,105,8,10,1,9,0,12209,Sheldon Cottrell,null,null,null,null,null,null,null,null,9,null,null,null,1.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,TAD,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119TADBT_1
7,TAD,1489,BT,1714,145,4,10,105,8,10,1,10,0,2835,Naveen-ul-Haq,null,null,null,null,null,null,null,null,10,null,null,null,2.0,0.0,7.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,TAD,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119TADBT_1
2,TAD,1489,BT,1714,145,4,10,105,8,10,1,11,0,17651,Muhammad Farooq,null,null,null,null,null,null,null,null,11,null,null,null,,,,,,,,,,,TAD,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119TADBT_1
14,BT,1714,TAD,1489,105,8,10,145,4,10,0,1,1,5488,Andre Fletcher,b M de Lange,24,8,3,2,300,null,3,1,null,null,null,,,,,,,,,,,TAD,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119TADBT_1
4,BT,1714,TAD,1489,105,8,10,145,4,10,0,2,1,2804,Faf du Plessis,b M de Lange,0,2,0,0,0,null,4,2,null,null,null,,,,,,,,,,,TAD,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119TADBT_1
3,BT,1714,TAD,1489,105,8,10,145,4,10,0,3,1,2351,Johnson Charles,b LS Livingstone,7,4,0,1,175,null,3,3,null,null,null,,,,,,,,,,,TAD,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119TADBT_1
9,BT,1714,TAD,1489,105,8,10,145,4,10,0,4,1,2842,Hazratullah Zazai,c PR Stirling b M de Lange,18,11,3,0,163.64,null,4,4,null,null,null,,,,,,,,,,,TAD,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119TADBT_1
18,BT,1714,TAD,1489,105,8,10,145,4,10,0,5,1,9299,Will Jacks,c Muhammad Farooq b J Overton,1,5,0,0,20,null,4,5,null,null,null,,,,,,,,,,,TAD,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119TADBT_1
19,BT,1714,TAD,1489,105,8,10,145,4,10,0,6,1,9323,Benny Howell,c LS Livingstone b M de Lange,15,9,2,0,166.67,null,2,6,null,null,null,2.0,0.0,20.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,TAD,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119TADBT_1
0,BT,1714,TAD,1489,105,8,10,145,4,10,0,7,1,11996,James Faulkner,c J Overton b M de Lange,0,1,0,0,0,null,6,7,null,null,null,2.0,0.0,23.0,1.0,11.5,0.0,0.0,0.0,0.0,0.0,TAD,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119TADBT_1
21,BT,1714,TAD,1489,105,8,10,145,4,10,0,8,1,9446,Luke Wood,Not out,9,10,0,1,90,null,6,8,null,null,null,2.0,0.0,25.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,TAD,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119TADBT_1
5,BT,1714,TAD,1489,105,8,10,145,4,10,0,9,1,2813,Isuru Udana,b DR Briggs,15,8,1,1,187.5,null,2,9,null,null,null,2.0,0.0,14.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,TAD,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119TADBT_1
11,BT,1714,TAD,1489,105,8,10,145,4,10,0,10,1,3161,Qais Ahmad,Not out,1,2,0,0,50,null,6,10,null,null,null,1.0,0.0,31.0,0.0,31.0,2.0,0.0,0.0,0.0,0.0,TAD,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119TADBT_1
13,BT,1714,TAD,1489,105,8,10,145,4,10,0,11,0,3603,Sabir Rao,null,null,null,null,null,null,null,null,11,null,null,null,1.0,0.0,29.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,TAD,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119TADBT_1
,Team,TeamID,Opponent,OpponentID,TeamScore,TeamWKLoss,TeamOversPlayed,OpponentScore,OpponentWKLoss,OpponentOversPlayed,IsFirstInning,BattingOrder,HasBatted,PlayerID,PlayerName,Status,RunsScored,BallsPlayed,FoursHit,SixesHit,StrikeRate,Position,FullPosition,PlayingOrder,Minutes,DerivedPosition,GuessPosition,Over,Maiden,RunsGiven,WKTaken,Econ,Wides,NoBall,DotBalls,FoursGiven,SixesGiven,Winner,MOM,GameType,Season,Date,MatchStatus,Venue,Format,League,Catch,Bowled,CaughtBowled,Lbw,Stumped,DirectRunout,IndirectRunout,GameID
16,NW,1711,DB,1715,107,4,10,110,4,9,1,1,1,5453,Kennar Lewis,b Shiraz Ahmed,2,3,0,0,66.67,null,4,1,null,null,null,,,,,,,,,,,DB,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119NWDB_1
4,NW,1711,DB,1715,107,4,10,110,4,9,1,2,1,3198,Moeen Ali,c RR Rossouw b DJ Bravo,35,21,2,2,166.67,null,2,2,null,null,null,,,,,,,,,,,DB,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119NWDB_1
2,NW,1711,DB,1715,107,4,10,110,4,9,1,3,1,2883,Samit Patel,b R Rampaul,15,10,0,1,150,null,2,3,null,null,null,,,,,,,,,,,DB,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119NWDB_1
8,NW,1711,DB,1715,107,4,10,110,4,9,1,4,1,3477,Rovman Powell,b Romario Shepherd,38,19,3,2,200,null,4,4,null,null,null,,,,,,,,,,,DB,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119NWDB_1
0,NW,1711,DB,1715,107,4,10,110,4,9,1,5,1,11370,Ross Whiteley,Not out,2,7,0,0,28.57,null,4,5,null,null,null,,,,,,,,,,,DB,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119NWDB_1
6,NW,1711,DB,1715,107,4,10,110,4,9,1,6,1,3201,Chris Jordan,Not out,2,1,0,0,200,null,6,6,null,null,null,2.0,0.0,29.0,1.0,14.5,0.0,0.0,0.0,0.0,0.0,DB,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119NWDB_1
10,NW,1711,DB,1715,107,4,10,110,4,9,1,7,0,3610,Umair Ali,null,null,null,null,null,null,null,null,7,null,null,null,1.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,DB,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119NWDB_1
13,NW,1711,DB,1715,107,4,10,110,4,9,1,8,0,4381,Abhimanyu Mithun,null,null,null,null,null,null,null,null,8,null,null,null,2.0,0.0,16.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,DB,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119NWDB_1
12,NW,1711,DB,1715,107,4,10,110,4,9,1,9,0,4344,Joshua Little,null,null,null,null,null,null,null,null,9,null,null,null,2.0,0.0,24.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,DB,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119NWDB_1
14,NW,1711,DB,1715,107,4,10,110,4,9,1,10,0,5447,Imran Tahir,null,null,null,null,null,null,null,null,10,null,null,null,2.0,0.0,28.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,DB,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119NWDB_1
11,NW,1711,DB,1715,107,4,10,110,4,9,1,11,0,3620,Abdul Shakoor,null,null,null,null,null,null,null,null,11,null,null,null,,,,,,,,,,,DB,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119NWDB_1
3,DB,1715,NW,1711,110,4,9,107,4,10,0,1,1,3162,Rahmanullah Gurbaz,lbw b Imran Tahir,30,10,1,4,300,null,3,1,null,null,null,,,,,,,,,,,DB,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119NWDB_1
21,DB,1715,NW,1711,110,4,9,107,4,10,0,2,1,6504,Rilee Rossouw,c Imran Tahir b A Mithun,6,4,1,0,150,null,4,2,null,null,null,,,,,,,,,,,DB,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119NWDB_1
17,DB,1715,NW,1711,110,4,9,107,4,10,0,3,1,5471,Mohammad Hafeez,c Abdul Shakoor b CJ Jordan,31,18,4,1,172.22,null,2,3,null,null,null,,,,,,,,,,,DB,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119NWDB_1
18,DB,1715,NW,1711,110,4,9,107,4,10,0,4,1,5481,Sherfane Rutherford,c A Mithun b J Little,29,15,1,3,193.33,null,4,4,null,null,null,,,,,,,,,,,DB,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119NWDB_1
5,DB,1715,NW,1711,110,4,9,107,4,10,0,5,1,3199,Eoin Morgan,Not out,3,5,0,0,60,null,4,5,null,null,null,,,,,,,,,,,DB,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119NWDB_1
9,DB,1715,NW,1711,110,4,9,107,4,10,0,6,1,3481,Romario Shepherd,Not out,8,2,2,0,400,null,2,6,null,null,null,2.0,0.0,19.0,1.0,9.5,2.0,0.0,0.0,0.0,0.0,DB,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119NWDB_1
19,DB,1715,NW,1711,110,4,9,107,4,10,0,7,0,5483,Dwayne Bravo,null,null,null,null,null,null,null,null,7,null,null,null,2.0,0.0,28.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0,DB,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119NWDB_1
1,DB,1715,NW,1711,110,4,9,107,4,10,0,8,0,14266,Dominic Drakes,null,null,null,null,null,null,null,null,8,null,null,null,2.0,0.0,23.0,0.0,11.5,1.0,0.0,0.0,0.0,0.0,DB,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119NWDB_1
7,DB,1715,NW,1711,110,4,9,107,4,10,0,9,0,3205,Adil Rashid,null,null,null,null,null,null,null,null,9,null,null,null,,,,,,,,,,,DB,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119NWDB_1
15,DB,1715,NW,1711,110,4,9,107,4,10,0,10,0,5448,Ravi Rampaul,null,null,null,null,null,null,null,null,10,null,null,null,2.0,0.0,18.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,DB,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119NWDB_1
20,DB,1715,NW,1711,110,4,9,107,4,10,0,11,0,5487,Shiraz Ahmed,null,null,null,null,null,null,null,null,11,null,null,null,2.0,0.0,16.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,DB,0,DRR,2021,2021-11-19,FINISHED,"Sheikh Zayed Stadium, Abu Dhabi, Abu Dhabi",t10,Abu Dhabi T10,0,0,0,0,0,0,0,20211119NWDB_1
,Team,TeamID,Opponent,OpponentID,TeamScore,TeamWKLoss,TeamOversPlayed,OpponentScore,OpponentWKLoss,OpponentOversPlayed,IsFirstInning,BattingOrder,HasBatted,PlayerID,PlayerName,Status,RunsScored,BallsPlayed,FoursHit,SixesHit,StrikeRate,Position,FullPosition,PlayingOrder,Minutes,DerivedPosition,GuessPosition,Over,Maiden,RunsGiven,WKTaken,Econ,Wides,NoBall,DotBalls,FoursGiven,SixesGiven,Winner,MOM,GameType,Season,Date,MatchStatus,Venue,Format,League,Catch,Bowled,CaughtBowled,Lbw,Stumped,DirectRunout,IndirectRunout,GameID
